VendorNumber,Brand,Price,PurchasePrice,Total_Sales_Quantity,Total_Sale_Price,Total_Purchase_Quantity,Total_Purchase_Dollars,Total_Freight_Cost
1587,21338,19.99,12.98,733.0,7636.179999999999,172290.0,1207114.32,6070.09
4425,21341,12.99,8.55,2963.0,17815.48,2640411.0,27861690.02,144929.24
4425,21342,15.99,10.52,487.0,2158.65,2640411.0,27861690.02,144929.24
516,21352,82.99,52.62,103.0,4328.46,228103.0,1628866.68,8510.41
9552,21353,6.79,4.59,2628.0,11759.87,1372841.0,10935817.3,55551.82
10000,21369,24.99,14.76,730.0,11000.23,446119.0,3506668.63,17587.59
4425,21380,19.49,12.57,135.0,2065.94,2640411.0,27861690.02,144929.24
4425,21381,13.99,9.03,652.0,5428.12,2640411.0,27861690.02,144929.24
4425,21382,13.99,9.08,430.0,3861.2400000000002,2640411.0,27861690.02,144929.24
4425,21383,13.99,9.26,85.0,643.54,2640411.0,27861690.02,144929.24
4425,21386,20.99,13.54,268.0,2392.8599999999997,2640411.0,27861690.02,144929.24
4425,21407,13.99,9.14,147.0,1161.17,2640411.0,27861690.02,144929.24
4425,21408,17.99,11.99,139.0,1601.11,2640411.0,27861690.02,144929.24
4425,21410,18.99,13.1,541.0,5829.929999999999,2640411.0,27861690.02,144929.24
4425,21411,15.99,10.52,166.0,1710.93,2640411.0,27861690.02,144929.24
9165,21412,13.99,5.29,550.0,1989.51,1077527.0,13210613.93,68054.7
9165,21428,14.99,9.45,409.0,2974.82,1077527.0,13210613.93,68054.7
4425,21469,29.99,19.6,2946.0,60983.21,2640411.0,27861690.02,144929.24
9165,21510,10.99,7.48,1445.0,8649.210000000001,1077527.0,13210613.93,68054.7
4425,21519,49.99,32.89,21.0,649.87,2640411.0,27861690.02,144929.24
1601,21526,9.99,6.66,1625.0,7543.41,13094.0,208330.15,1048.97
9165,21552,23.99,12.9,1507.0,19497.449999999997,1077527.0,13210613.93,68054.7
4425,21573,6.99,4.76,2538.0,9429.460000000001,2640411.0,27861690.02,144929.24
9552,21596,21.99,14.56,1985.0,15317.13,1372841.0,10935817.3,55551.82
4425,21609,14.99,9.58,10977.0,60905.32,2640411.0,27861690.02,144929.24
2000,21627,14.99,10.27,1495.0,16012.65,406875.0,3740617.38,19016.59
9552,21672,18.99,11.33,800.0,9336.81,1372841.0,10935817.3,55551.82
653,21685,13.99,9.39,676.0,5602.04,154092.0,1529682.04,8014.9800000000005
17035,21689,8.49,5.78,,,1647558.0,24124091.56,123780.22
17035,21690,8.49,5.55,240.0,551.85,1647558.0,24124091.56,123780.22
9165,21691,7.49,5.17,6.0,37.45,1077527.0,13210613.93,68054.7
4425,21728,29.99,20.4,3.0,29.99,2640411.0,27861690.02,144929.24
4425,21732,39.99,25.97,29.0,679.83,2640411.0,27861690.02,144929.24
4425,21733,12.99,8.78,163.0,623.52,2640411.0,27861690.02,144929.24
4425,21735,25.99,17.56,1637.0,23914.609999999997,2640411.0,27861690.02,144929.24
17031,21752,12.99,7.58,2422.0,18692.61,20608.0,300403.2,1573.31
9165,21754,9.99,6.45,20.0,159.84,1077527.0,13210613.93,68054.7
9165,21755,12.99,8.49,,,1077527.0,13210613.93,68054.7
9165,21773,9.99,6.45,,,1077527.0,13210613.93,68054.7
7153,21789,19.99,13.69,334.0,5128.929999999999,424427.0,3129071.59,15884.82
3252,21813,4.79,3.19,3687.0,1116.07,1858260.0,12289608.09,61966.91
8892,21824,34.99,16.89,1116.0,17917.829999999998,352526.0,2252211.31,11595.97
1392,21834,19.99,10.52,3521.0,26057.63,2325892.0,15573917.9,79528.99
10754,21836,24.99,15.03,611.0,8665.25,553116.0,5665501.53,28720.52
1392,21861,9.99,6.62,668.0,4127.96,2325892.0,15573917.9,79528.99
4692,21864,22.99,15.23,2513.0,37467.61,161002.0,1808146.33,9139.38
9165,21883,7.99,4.6,2786.0,4788.150000000001,1077527.0,13210613.93,68054.7
1392,21951,12.99,8.27,4028.0,32014.98,2325892.0,15573917.9,79528.99
1587,21965,8.99,4.69,4076.0,15710.84,172290.0,1207114.32,6070.09
8892,21985,10.99,6.59,17874.0,83082.14,352526.0,2252211.31,11595.97
90024,22014,14.99,9.93,1368.0,13067.84,59428.0,548855.37,2802.64
17035,22019,14.99,9.73,9803.0,72758.61,1647558.0,24124091.56,123780.22
4425,22073,229.99,156.46,11.0,2069.91,2640411.0,27861690.02,144929.24
516,22079,9.99,4.59,8665.0,35686.22,228103.0,1628866.68,8510.41
2242,22087,21.99,13.79,940.0,9509.74,192642.0,1561444.63,7982.65
7153,22099,11.99,7.79,20.0,187.85,424427.0,3129071.59,15884.82
1392,22143,18.99,10.52,15511.0,95799.39,2325892.0,15573917.9,79528.99
6785,22161,4.99,3.35,1.0,9.99,375697.0,2693984.33,13605.41
90047,22168,10.99,7.43,230.0,1066.03,26349.0,287189.9,1457.73
516,22194,12.99,7.48,3930.0,19764.760000000002,228103.0,1628866.68,8510.41
9165,22222,11.99,7.28,1001.0,8312.42,1077527.0,13210613.93,68054.7
2000,22226,15.99,9.99,4.0,71.96,406875.0,3740617.38,19016.59
9165,22230,12.99,8.96,502.0,4749.03,1077527.0,13210613.93,68054.7
4425,22291,17.99,11.4,780.0,8149.57,2640411.0,27861690.02,144929.24
90058,22297,9.99,6.75,2065.0,15734.25,10550.0,86122.71,448.68
90058,22298,12.49,8.06,847.0,8018.58,10550.0,86122.71,448.68
1392,22326,19.99,13.42,650.0,7625.249999999999,2325892.0,15573917.9,79528.99
4425,22339,15.99,9.08,622.0,6367.03,2640411.0,27861690.02,144929.24
9552,22340,10.99,7.14,174.0,801.17,1372841.0,10935817.3,55551.82
4425,22416,15.99,10.45,1017.0,11726.76,2640411.0,27861690.02,144929.24
9165,22441,14.99,10.06,1874.0,16533.97,1077527.0,13210613.93,68054.7
9552,22475,11.99,8.21,160.0,695.42,1372841.0,10935817.3,55551.82
9552,22481,9.99,6.84,49.0,189.81,1372841.0,10935817.3,55551.82
1590,22531,8.99,6.16,2123.0,7892.17,187841.0,1365472.83,7259.75
90032,22566,13.99,9.14,856.0,9093.5,12855.0,146839.55,778.25
9552,22584,21.99,11.91,2897.0,29497.87,1372841.0,10935817.3,55551.82
2000,22593,10.99,7.58,970.0,7523.22,406875.0,3740617.38,19016.59
9165,22617,9.99,6.8,242.0,609.39,1077527.0,13210613.93,68054.7
9165,22618,19.99,13.6,1.0,19.99,1077527.0,13210613.93,68054.7
9165,22619,7.99,5.51,9.0,47.94,1077527.0,13210613.93,68054.7
9165,22620,8.99,5.95,12.0,71.92,1077527.0,13210613.93,68054.7
4425,22662,31.99,21.19,858.0,16890.88,2640411.0,27861690.02,144929.24
4425,22665,52.99,35.56,402.0,15492.130000000001,2640411.0,27861690.02,144929.24
9165,22675,7.99,5.33,182.0,615.23,1077527.0,13210613.93,68054.7
4425,22758,15.99,10.45,4086.0,31468.32,2640411.0,27861690.02,144929.24
7153,22800,15.99,10.59,39.0,287.82,424427.0,3129071.59,15884.82
9165,22801,13.99,6.57,3290.0,26145.97,1077527.0,13210613.93,68054.7
7153,22842,11.99,7.28,846.0,5799.6900000000005,424427.0,3129071.59,15884.82
8892,22898,11.99,8.05,116.0,659.45,352526.0,2252211.31,11595.97
1392,22899,14.99,6.53,11060.0,58706.36,2325892.0,15573917.9,79528.99
516,22903,8.99,5.4,2906.0,11153.7,228103.0,1628866.68,8510.41
8892,22919,22.99,12.92,850.0,11811.779999999999,352526.0,2252211.31,11595.97
10754,22928,18.99,12.83,31.0,625.6999999999999,553116.0,5665501.53,28720.52
2242,22938,19.99,12.74,1301.0,15512.73,192642.0,1561444.63,7982.65
7153,22963,24.99,16.55,2788.0,42448.229999999996,424427.0,3129071.59,15884.82
4425,23074,19.99,13.69,723.0,4617.19,2640411.0,27861690.02,144929.24
9815,23095,6.99,4.76,25730.0,72996.57,888385.0,5258636.79,27100.41
4425,23129,19.99,12.24,3352.0,37177.14,2640411.0,27861690.02,144929.24
4425,23135,7.95,5.45,2.0,16.98,2640411.0,27861690.02,144929.24
4425,23143,6.79,4.65,72139.0,101451.92,2640411.0,27861690.02,144929.24
2242,23161,29.99,13.69,1223.0,19293.32,192642.0,1561444.63,7982.65
9165,23191,14.99,9.93,3993.0,31748.82,1077527.0,13210613.93,68054.7
90047,23218,9.99,6.7,2145.0,9810.18,26349.0,287189.9,1457.73
9819,23229,14.99,10.34,4346.0,33562.61,497770.0,2978686.4,14836.57
2000,23230,13.99,9.39,571.0,4155.03,406875.0,3740617.38,19016.59
2000,23237,13.99,9.52,1.0,13.99,406875.0,3740617.38,19016.59
8673,23240,7.99,5.4,958.0,2917.08,419822.0,3086650.7,15919.7
653,23254,9.99,6.57,,,154092.0,1529682.04,8014.9800000000005
653,23255,11.99,7.94,2560.0,16857.94,154092.0,1529682.04,8014.9800000000005
4425,23258,29.99,19.35,208.0,1349.55,2640411.0,27861690.02,144929.24
653,23259,8.99,6.12,648.0,2723.9700000000003,154092.0,1529682.04,8014.9800000000005
653,23260,6.99,4.51,188.0,503.08000000000004,154092.0,1529682.04,8014.9800000000005
4425,23275,11.99,7.09,1457.0,10140.69,2640411.0,27861690.02,144929.24
4425,23276,9.99,6.7,,,2640411.0,27861690.02,144929.24
9744,23307,9.99,6.62,3081.0,24665.95,70932.0,759449.24,3999.93
4425,23349,14.99,9.99,1895.0,10822.78,2640411.0,27861690.02,144929.24
9552,23357,37.99,24.51,1070.0,19602.84,1372841.0,10935817.3,55551.82
9165,23381,17.99,11.76,407.0,2986.3399999999997,1077527.0,13210613.93,68054.7
9165,23384,17.99,12.16,112.0,719.5999999999999,1077527.0,13210613.93,68054.7
2242,23403,8.99,6.16,520.0,1923.8600000000001,192642.0,1561444.63,7982.65
9552,23404,9.99,6.8,19.0,59.94,1372841.0,10935817.3,55551.82
9552,23420,12.99,8.27,582.0,5421.89,1372841.0,10935817.3,55551.82
6785,23423,10.99,6.8,814.0,5041.1900000000005,375697.0,2693984.33,13605.41
4425,23432,15.99,10.59,177.0,1886.82,2640411.0,27861690.02,144929.24
4425,23436,18.99,12.41,187.0,1291.32,2640411.0,27861690.02,144929.24
6785,23452,9.99,5.84,986.0,5600.77,375697.0,2693984.33,13605.41
10000,23464,10.99,7.23,4026.0,22005.82,446119.0,3506668.63,17587.59
9815,23516,12.99,7.58,3565.0,24251.58,888385.0,5258636.79,27100.41
9552,23528,13.99,9.08,98.0,747.4300000000001,1372841.0,10935817.3,55551.82
9552,23530,22.99,15.12,72.0,959.5999999999999,1372841.0,10935817.3,55551.82
9815,23595,16.99,9.93,5767.0,61170.619999999995,888385.0,5258636.79,27100.41
10754,23632,15.99,9.26,957.0,7611.24,553116.0,5665501.53,28720.52
90024,23635,13.99,8.1,3916.0,21768.9,59428.0,548855.37,2802.64
1392,23692,19.99,12.66,2036.0,30420.989999999998,2325892.0,15573917.9,79528.99
516,23712,9.99,6.8,6594.0,37729.96,228103.0,1628866.68,8510.41
4425,23739,12.99,7.25,17253.0,80911.5,2640411.0,27861690.02,144929.24
9819,23764,6.99,4.69,2206.0,8454.56,497770.0,2978686.4,14836.57
4692,23778,12.99,6.45,2713.0,14290.31,161002.0,1808146.33,9139.38
10754,23785,19.99,11.03,480.0,4957.5199999999995,553116.0,5665501.53,28720.52
1587,23848,15.99,10.73,5382.0,37791.06,172290.0,1207114.32,6070.09
9815,23889,7.99,4.82,3154.0,15337.140000000001,888385.0,5258636.79,27100.41
10754,23898,16.99,9.08,295.0,2531.5099999999998,553116.0,5665501.53,28720.52
10754,23902,15.99,10.52,169.0,1614.99,553116.0,5665501.53,28720.52
9552,23918,15.99,4.82,,,1372841.0,10935817.3,55551.82
7153,23944,24.99,17.23,230.0,3223.7099999999996,424427.0,3129071.59,15884.82
7153,23946,19.99,13.6,143.0,2058.97,424427.0,3129071.59,15884.82
7153,23947,23.99,15.48,777.0,10387.67,424427.0,3129071.59,15884.82
7153,23949,9.99,6.49,294.0,1448.55,424427.0,3129071.59,15884.82
7153,23950,10.99,7.38,318.0,1725.43,424427.0,3129071.59,15884.82
7153,23951,10.99,7.28,285.0,1033.06,424427.0,3129071.59,15884.82
9165,23954,9.99,6.49,734.0,4135.86,1077527.0,13210613.93,68054.7
9552,23973,15.99,10.38,1924.0,17743.34,1372841.0,10935817.3,55551.82
9552,23974,16.99,11.25,1567.0,12621.369999999999,1372841.0,10935817.3,55551.82
4425,23984,14.99,9.86,730.0,4601.93,2640411.0,27861690.02,144929.24
9552,23988,9.99,6.66,93.0,485.52,1372841.0,10935817.3,55551.82
9552,23990,12.99,8.66,181.0,1370.9,1372841.0,10935817.3,55551.82
9552,23991,14.99,9.86,724.0,6520.650000000001,1372841.0,10935817.3,55551.82
9815,24002,6.99,4.63,10060.0,33150.73,888385.0,5258636.79,27100.41
9815,24003,7.99,4.54,2207.0,9147.83,888385.0,5258636.79,27100.41
1590,24020,10.99,7.38,989.0,6057.58,187841.0,1365472.83,7259.75
4425,24086,12.99,7.14,8802.0,46950.94,2640411.0,27861690.02,144929.24
4425,24088,16.99,8.75,11436.0,73191.75,2640411.0,27861690.02,144929.24
9552,24170,39.99,25.97,41.0,1399.65,1372841.0,10935817.3,55551.82
4692,24188,15.99,8.55,12604.0,91165.12,161002.0,1808146.33,9139.38
4425,24285,13.99,9.03,285.0,2266.38,2640411.0,27861690.02,144929.24
4425,24291,17.99,11.99,781.0,6692.28,2640411.0,27861690.02,144929.24
4425,24299,8.99,5.88,1181.0,6950.42,2640411.0,27861690.02,144929.24
10000,24325,15.99,10.88,39387.0,155090.72999999998,446119.0,3506668.63,17587.59
10000,24327,19.99,13.1,15704.0,125859.49999999999,446119.0,3506668.63,17587.59
9165,24419,11.99,6.74,13263.0,63013.5,1077527.0,13210613.93,68054.7
1392,24453,22.99,15.43,2694.0,33740.59,2325892.0,15573917.9,79528.99
1392,24455,20.99,11.71,11732.0,95856.0,2325892.0,15573917.9,79528.99
1392,24456,14.99,8.21,4679.0,39265.36,2325892.0,15573917.9,79528.99
4425,24493,23.99,14.76,2950.0,34138.96,2640411.0,27861690.02,144929.24
1392,24592,9.99,4.69,7667.0,26973.73,2325892.0,15573917.9,79528.99
1392,24612,13.99,5.82,7443.0,39831.32,2325892.0,15573917.9,79528.99
1587,24634,16.99,10.27,4515.0,41265.92,172290.0,1207114.32,6070.09
6785,24779,9.99,6.84,10585.0,52790.74,375697.0,2693984.33,13605.41
9165,24829,11.99,7.53,11502.0,62216.020000000004,1077527.0,13210613.93,68054.7
7153,24840,13.99,8.44,5289.0,40942.5,424427.0,3129071.59,15884.82
17035,24842,7.99,4.6,4344.0,17437.62,1647558.0,24124091.56,123780.22
9815,24875,6.99,4.57,23589.0,70571.04000000001,888385.0,5258636.79,27100.41
4425,24907,10.99,6.89,10216.0,59293.270000000004,2640411.0,27861690.02,144929.24
9165,24926,13.99,6.84,41.0,249.75,1077527.0,13210613.93,68054.7
3252,24997,23.99,16.43,109.0,1507.48,1858260.0,12289608.09,61966.91
4425,25036,10.99,7.53,5789.0,34868.93,2640411.0,27861690.02,144929.24
2000,25046,8.99,5.55,4720.0,24548.04,406875.0,3740617.38,19016.59
1392,25269,7.99,4.62,22456.0,60354.560000000005,2325892.0,15573917.9,79528.99
4425,25382,17.99,12.24,243.0,2194.7799999999997,2640411.0,27861690.02,144929.24
4425,25419,14.99,9.33,3126.0,24778.96,2640411.0,27861690.02,144929.24
1590,25581,8.99,6.07,1762.0,7503.610000000001,187841.0,1365472.83,7259.75
4425,25647,19.99,13.42,834.0,9649.88,2640411.0,27861690.02,144929.24
4425,25649,11.99,6.84,3785.0,20781.670000000002,2640411.0,27861690.02,144929.24
4425,25696,9.99,6.75,4592.0,18513.36,2640411.0,27861690.02,144929.24
9552,25703,11.99,7.58,2800.0,19115.02,1372841.0,10935817.3,55551.82
9552,25704,12.99,7.53,3039.0,21002.37,1372841.0,10935817.3,55551.82
4425,25716,44.99,25.8,1306.0,34207.05,2640411.0,27861690.02,144929.24
1590,25802,11.99,8.21,2108.0,15335.65,187841.0,1365472.83,7259.75
3252,25808,11.99,7.84,6427.0,32989.8,1858260.0,12289608.09,61966.91
7153,25832,11.99,6.53,7243.0,40070.6,424427.0,3129071.59,15884.82
4425,25846,21.99,12.05,5550.0,49273.25,2640411.0,27861690.02,144929.24
7153,25883,36.99,24.82,2242.0,45041.920000000006,424427.0,3129071.59,15884.82
9819,25932,9.99,6.49,3633.0,20122.11,497770.0,2978686.4,14836.57
9819,25934,7.99,5.15,6421.0,26606.79,497770.0,2978686.4,14836.57
10754,25966,36.99,23.8,977.0,18121.920000000002,553116.0,5665501.53,28720.52
516,25984,8.99,5.88,2291.0,11383.89,228103.0,1628866.68,8510.41
516,25985,9.99,6.66,1191.0,6427.57,228103.0,1628866.68,8510.41
9552,25992,12.99,7.43,3292.0,22830.06,1372841.0,10935817.3,55551.82
4425,25994,16.99,11.72,4150.0,34631.25,2640411.0,27861690.02,144929.24
1392,26092,7.99,4.79,21162.0,58676.26,2325892.0,15573917.9,79528.99
1392,26143,7.99,4.65,4216.0,18486.66,2325892.0,15573917.9,79528.99
4425,26181,8.99,4.57,17145.0,41385.89,2640411.0,27861690.02,144929.24
2000,26247,49.99,32.46,211.0,7087.59,406875.0,3740617.38,19016.59
2000,26248,249.99,132.44,406.0,58887.23,406875.0,3740617.38,19016.59
2000,26250,20.99,13.63,3989.0,44196.759999999995,406875.0,3740617.38,19016.59
8112,26285,79.99,45.45,1562.0,81108.04999999999,427867.0,9472995.2,48347.26
4425,26383,15.99,7.89,12974.0,51443.76,2640411.0,27861690.02,144929.24
9552,26390,7.99,5.4,1493.0,5485.59,1372841.0,10935817.3,55551.82
9552,26391,7.99,5.15,1102.0,4318.16,1372841.0,10935817.3,55551.82
9552,26392,7.99,5.29,1257.0,4532.93,1372841.0,10935817.3,55551.82
9815,26395,8.99,3.94,2990.0,12481.75,888385.0,5258636.79,27100.41
9815,26399,7.99,3.94,17697.0,51147.65,888385.0,5258636.79,27100.41
9552,26427,22.99,14.19,2766.0,30613.149999999998,1372841.0,10935817.3,55551.82
9552,26428,13.99,9.14,2094.0,15365.16,1372841.0,10935817.3,55551.82
1392,26456,7.99,4.5,10153.0,28195.16,2325892.0,15573917.9,79528.99
1392,26462,18.99,10.8,1744.0,20196.269999999997,2325892.0,15573917.9,79528.99
1392,26463,7.99,4.65,21469.0,57621.57,2325892.0,15573917.9,79528.99
4425,26557,17.99,11.4,2808.0,29269.8,2640411.0,27861690.02,144929.24
9165,26732,13.99,6.79,10877.0,65887.25,1077527.0,13210613.93,68054.7
4425,26744,11.99,6.42,5465.0,33652.1,2640411.0,27861690.02,144929.24
8112,26787,10.49,6.86,5084.0,21277.600000000002,427867.0,9472995.2,48347.26
1392,26817,7.99,5.47,9333.0,32889.3,2325892.0,15573917.9,79528.99
1392,26821,9.99,4.93,4946.0,25256.940000000002,2325892.0,15573917.9,79528.99
6785,26827,9.99,6.89,3177.0,19578.19,375697.0,2693984.33,13605.41
9552,26943,49.99,33.11,302.0,6698.66,1372841.0,10935817.3,55551.82
2000,26945,12.49,6.77,17068.0,70850.52,406875.0,3740617.38,19016.59
2000,26948,18.99,11.53,15055.0,91524.68,406875.0,3740617.38,19016.59
1128,26949,22.99,15.53,8369.0,71154.04999999999,1006122.0,13529433.08,68601.68
4425,26966,11.99,6.53,3441.0,18444.03,2640411.0,27861690.02,144929.24
9552,27042,9.99,6.53,7993.0,39850.48,1372841.0,10935817.3,55551.82
9552,27145,8.99,6.03,7360.0,40641.06,1372841.0,10935817.3,55551.82
9552,27146,9.99,6.57,738.0,5152.9400000000005,1372841.0,10935817.3,55551.82
17035,27303,8.99,5.91,2041.0,9718.24,1647558.0,24124091.56,123780.22
9815,27350,17.99,10.8,10492.0,111520.98999999999,888385.0,5258636.79,27100.41
9815,27351,17.99,10.38,17977.0,164743.66999999998,888385.0,5258636.79,27100.41
9552,27361,8.99,5.99,3527.0,18682.91,1372841.0,10935817.3,55551.82
9552,27429,21.99,12.9,2013.0,31310.78,1372841.0,10935817.3,55551.82
3252,27460,9.99,6.53,2700.0,11268.72,1858260.0,12289608.09,61966.91
3252,27461,8.99,6.12,29340.0,77634.79000000001,1858260.0,12289608.09,61966.91
1587,27512,23.99,14.09,2417.0,43226.61,172290.0,1207114.32,6070.09
1392,27514,16.99,10.96,1831.0,21548.96,2325892.0,15573917.9,79528.99
2000,27567,11.99,7.23,4486.0,24634.89,406875.0,3740617.38,19016.59
2000,27579,64.99,43.33,116.0,4205.37,406875.0,3740617.38,19016.59
9165,27596,7.89,5.16,8086.0,32405.9,1077527.0,13210613.93,68054.7
4425,27644,11.99,6.84,7999.0,41148.81,2640411.0,27861690.02,144929.24
4425,27735,9.99,6.53,25329.0,89956.21,2640411.0,27861690.02,144929.24
4425,27799,26.99,17.41,911.0,16947.45,2640411.0,27861690.02,144929.24
8112,27801,45.99,31.29,1284.0,38999.520000000004,427867.0,9472995.2,48347.26
1392,27808,7.99,4.54,6286.0,21354.4,2325892.0,15573917.9,79528.99
1587,27813,14.99,9.45,4269.0,40328.14,172290.0,1207114.32,6070.09
4425,27830,17.99,10.95,2502.0,27654.519999999997,2640411.0,27861690.02,144929.24
1392,27831,9.99,6.84,5599.0,37119.44,2325892.0,15573917.9,79528.99
1392,27835,14.99,9.14,6446.0,54032.26,2325892.0,15573917.9,79528.99
2000,27854,14.99,10.2,30768.0,129556.42,406875.0,3740617.38,19016.59
1392,27867,9.99,4.72,7054.0,27401.760000000002,2325892.0,15573917.9,79528.99
8892,28069,9.99,5.45,5239.0,24345.21,352526.0,2252211.31,11595.97
7153,28081,8.99,5.51,4842.0,22164.46,424427.0,3129071.59,15884.82
4425,28092,14.99,9.67,4360.0,38794.81,2640411.0,27861690.02,144929.24
9552,28114,15.99,10.88,2588.0,19221.609999999997,1372841.0,10935817.3,55551.82
8673,28138,8.99,6.16,10411.0,34454.31,419822.0,3086650.7,15919.7
2000,28147,10.99,7.14,27949.0,91461.41,406875.0,3740617.38,19016.59
8673,28163,11.99,6.82,15192.0,57499.03,419822.0,3086650.7,15919.7
1392,28258,9.99,5.36,3824.0,12131.07,2325892.0,15573917.9,79528.99
1392,28260,9.99,5.19,8091.0,24130.24,2325892.0,15573917.9,79528.99
1392,28262,9.99,5.15,4121.0,16743.350000000002,2325892.0,15573917.9,79528.99
9552,28474,12.99,7.14,7682.0,40079.44,1372841.0,10935817.3,55551.82
4692,28548,18.99,11.03,3571.0,35661.77,161002.0,1808146.33,9139.38
1392,28579,7.99,3.24,13525.0,27990.29,2325892.0,15573917.9,79528.99
1392,28658,7.99,4.53,11841.0,35370.18,2325892.0,15573917.9,79528.99
2000,28681,8.99,5.95,3913.0,22031.37,406875.0,3740617.38,19016.59
2000,28682,8.99,5.34,5255.0,30619.91,406875.0,3740617.38,19016.59
2000,28775,10.99,7.58,2577.0,19328.11,406875.0,3740617.38,19016.59
4425,28856,19.99,11.45,7099.0,70874.51,2640411.0,27861690.02,144929.24
3252,28889,15.99,10.61,12192.0,119882.24,1858260.0,12289608.09,61966.91
3252,28890,14.99,9.99,5013.0,48102.91,1858260.0,12289608.09,61966.91
4425,28946,29.99,18.06,1130.0,21106.4,2640411.0,27861690.02,144929.24
1392,28947,8.99,5.91,35634.0,119032.39,2325892.0,15573917.9,79528.99
8892,29128,5.99,3.97,7312.0,21971.32,352526.0,2252211.31,11595.97
9815,29169,15.99,10.88,11369.0,124803.19,888385.0,5258636.79,27100.41
1392,29212,7.99,4.59,10248.0,40722.01,2325892.0,15573917.9,79528.99
1392,29248,9.99,6.53,33858.0,101906.47,2325892.0,15573917.9,79528.99
4425,29352,19.99,11.91,2009.0,23420.949999999997,2640411.0,27861690.02,144929.24
1392,29407,14.99,10.33,3086.0,31742.11,2325892.0,15573917.9,79528.99
4425,29431,34.99,19.86,3134.0,51174.17,2640411.0,27861690.02,144929.24
4425,29433,22.99,13.79,1175.0,10674.96,2640411.0,27861690.02,144929.24
4425,29434,31.99,16.44,502.0,7983.929999999999,2640411.0,27861690.02,144929.24
9552,29621,11.99,8.21,1053.0,8956.94,1372841.0,10935817.3,55551.82
9552,29649,14.99,10.13,3904.0,29748.37,1372841.0,10935817.3,55551.82
4425,29835,6.99,4.82,14249.0,38908.5,2640411.0,27861690.02,144929.24
1392,29996,16.99,10.12,4105.0,39760.759999999995,2325892.0,15573917.9,79528.99
2000,30602,12.99,8.27,6027.0,39857.29,406875.0,3740617.38,19016.59
9552,30656,16.99,11.64,1469.0,13286.509999999998,1372841.0,10935817.3,55551.82
1128,30735,28.99,19.07,1921.0,29694.76,1006122.0,13529433.08,68601.68
9552,31045,64.99,39.47,140.0,6828.89,1372841.0,10935817.3,55551.82
8673,31083,28.99,18.66,2639.0,39250.76,419822.0,3086650.7,15919.7
9819,31119,44.99,26.66,737.0,18286.0,497770.0,2978686.4,14836.57
9552,31160,21.99,13.24,3290.0,39440.11,1372841.0,10935817.3,55551.82
9165,31163,13.99,9.39,2069.0,18504.84,1077527.0,13210613.93,68054.7
9815,31186,17.99,10.8,8961.0,100961.23,888385.0,5258636.79,27100.41
8673,31195,26.99,17.53,320.0,6475.799999999999,419822.0,3086650.7,15919.7
516,31200,18.99,11.99,2438.0,27776.739999999998,228103.0,1628866.68,8510.41
9819,31201,8.99,6.03,5536.0,26154.84,497770.0,2978686.4,14836.57
9819,31202,8.99,6.07,2459.0,14251.23,497770.0,2978686.4,14836.57
9819,31203,8.99,5.99,2973.0,18221.47,497770.0,2978686.4,14836.57
9819,31204,8.99,6.07,735.0,4305.88,497770.0,2978686.4,14836.57
1392,31231,11.99,6.49,14617.0,58512.41,2325892.0,15573917.9,79528.99
9552,31277,15.99,10.95,3968.0,23878.03,1372841.0,10935817.3,55551.82
1587,31320,6.99,4.69,19987.0,46506.69,172290.0,1207114.32,6070.09
9165,31345,22.99,15.64,358.0,5227.71,1077527.0,13210613.93,68054.7
9815,31349,7.99,4.72,6205.0,26220.56,888385.0,5258636.79,27100.41
9815,31452,8.99,5.15,2644.0,10435.51,888385.0,5258636.79,27100.41
9815,31454,8.99,4.79,11241.0,35317.54,888385.0,5258636.79,27100.41
9815,31456,8.99,5.22,2953.0,13021.44,888385.0,5258636.79,27100.41
9815,31465,15.99,10.38,20846.0,181829.66999999998,888385.0,5258636.79,27100.41
4425,31466,21.99,15.06,1730.0,25335.78,2640411.0,27861690.02,144929.24
3252,31487,7.99,5.29,32413.0,69034.91,1858260.0,12289608.09,61966.91
3252,31488,6.29,3.44,14227.0,30052.05,1858260.0,12289608.09,61966.91
3252,31489,8.79,5.71,19586.0,84338.78,1858260.0,12289608.09,61966.91
3252,31493,6.29,3.33,8565.0,20895.68,1858260.0,12289608.09,61966.91
3252,31494,8.79,6.02,10969.0,61683.43,1858260.0,12289608.09,61966.91
3252,31497,10.99,7.28,3986.0,24418.32,1858260.0,12289608.09,61966.91
3252,31500,6.29,3.22,5302.0,16149.31,1858260.0,12289608.09,61966.91
4425,31524,8.99,6.03,867.0,4650.91,2640411.0,27861690.02,144929.24
10754,31541,20.99,13.15,2206.0,23397.1,553116.0,5665501.53,28720.52
10754,31542,23.99,16.1,3498.0,47344.67,553116.0,5665501.53,28720.52
9552,31618,9.99,6.57,3123.0,17405.36,1372841.0,10935817.3,55551.82
9552,31621,9.99,6.62,442.0,2315.94,1372841.0,10935817.3,55551.82
8320,31796,10.99,7.28,1090.0,7066.57,69127.0,624979.64,3151.92
2000,31866,13.99,9.03,7296.0,62059.18,406875.0,3740617.38,19016.59
3252,31873,15.99,10.45,312.0,1053.3799999999999,1858260.0,12289608.09,61966.91
9552,31909,19.99,12.9,9809.0,93670.12,1372841.0,10935817.3,55551.82
2000,31915,12.99,8.27,18011.0,76727.4,406875.0,3740617.38,19016.59
